timestamp,correlation_id,request_id,waf_event_id,attack_type,risk_score,risk_level,confidence,action,detection_method,request_component,mitigation
2026-08-29T21:54:00.363705+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T21:54:00.347689+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T21:54:00.332715+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:53:59.785349+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:53:59.768739+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:53:59.752537+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:53:59.736166+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T21:53:59.719752+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T21:53:59.703357+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T21:53:59.687282+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:53:59.666956+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:10.162128+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:09.394321+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:09.376940+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:25:09.360494+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:09.342602+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:09.313076+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:09.287407+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:09.260448+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:09.232619+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:09.201718+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:25:09.175964+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:25:09.151257+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:25:09.125609+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:08.212378+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:08.184158+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:08.157827+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:25:08.129119+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:25:08.094225+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:25:08.066697+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:25:08.035206+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:25:08.010246+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:11.657826+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:11.189480+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:11.172559+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:23:11.154341+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:11.138959+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:11.113770+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:11.086461+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:11.059907+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:11.029005+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:10.999035+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:23:10.966928+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:23:10.941136+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:23:10.915753+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:09.964054+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:09.936983+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:09.910304+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:23:09.880937+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:23:09.853245+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:23:09.827605+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:23:09.800296+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:23:09.769588+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:20:25.170359+05:30,,,,Prompt Injection,57,Medium,0.85,allowed,ml,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:20:25.152913+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:20:25.136170+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:25.120401+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:20:25.095001+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:20:25.065467+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:25.039785+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:25.014050+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:24.988755+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:20:24.961845+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:20:24.929951+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:20:24.903521+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:20:23.905027+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:23.871238+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:23.835276+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-27T00:20:23.777859+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:20:23.723405+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-27T00:20:23.696485+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-27T00:20:23.668730+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-27T00:20:23.637184+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T22:45:21.480596+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T22:45:21.470796+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T22:45:21.460305+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T22:45:21.451613+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T22:45:21.440876+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T22:45:21.430222+05:30,,,,XSS,95,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T22:45:21.419247+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T22:45:21.404775+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:16:04.372230+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:16:04.346614+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:16:04.320420+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:16:04.294457+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:16:04.268837+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:16:04.243106+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:16:04.216906+05:30,,,,XSS,95,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:16:04.189009+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:16:04.156357+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:54.106204+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:54.077579+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:54.050931+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:54.024112+05:30,,,,XSS,91,Critical,0.96,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:15:53.993121+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:53.966738+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:53.938088+05:30,,,,SQL Injection,93,Critical,0.98,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:53.912148+05:30,,,,SQL Injection,93,Critical,0.98,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:53.884519+05:30,,,,SQL Injection,89,Critical,0.94,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:53.853376+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:53.826046+05:30,,,,XSS,95,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:15:53.797743+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:53.571408+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:08.686955+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:08.662725+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:08.640550+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:15:08.616433+05:30,,,,XSS,68,High,0.75,allowed,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:15:08.590896+05:30,,,,Prompt Injection,83,Critical,0.92,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:08.565746+05:30,,,,Prompt Injection,76,High,0.85,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:08.544884+05:30,,,,SQL Injection,91,Critical,0.96,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:08.519981+05:30,,,,SQL Injection,91,Critical,0.96,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:08.490755+05:30,,,,SQL Injection,87,Critical,0.92,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:08.463138+05:30,,,,Prompt Injection,90,Critical,1.0,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:15:08.437720+05:30,,,,XSS,90,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:15:08.410818+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:15:08.382185+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:57.408104+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:38.475186+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:38.447071+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:38.421589+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:38.394212+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T16:14:38.368991+05:30,,,,Prompt Injection,83,Critical,0.92,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:14:38.342498+05:30,,,,Prompt Injection,90,Critical,1.0,blocked,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T16:14:38.316921+05:30,,,,XSS,90,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T16:14:38.291556+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T16:14:38.259205+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T10:51:27.699426+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T10:51:27.670444+05:30,,,,Prompt Injection,50,Medium,0.67,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T10:51:27.640654+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T10:51:27.611270+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T10:47:38.260887+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-08-25T10:47:38.233055+05:30,,,,Prompt Injection,50,Medium,0.67,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T10:47:38.205635+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T10:47:38.179458+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T10:44:20.433659+05:30,,,,Prompt Injection,75,High,1.0,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-25T10:43:51.879471+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-25T10:42:46.495605+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-25T10:42:11.405321+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-07-21T18:01:47.708472+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-21T18:00:09.449117+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-07-21T18:00:09.441351+05:30,,,,Prompt Injection,50,Medium,0.67,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-07-21T18:00:09.433276+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-21T18:00:09.424429+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-07-20T23:15:26.559763+05:30,,,,XSS,63,High,0.75,allowed,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-20T23:12:49.301903+05:30,,,,XSS,63,High,0.75,allowed,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-20T23:05:30.666323+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-07-20T23:05:30.657380+05:30,,,,Prompt Injection,50,Medium,0.67,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-07-20T23:05:30.648410+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-20T23:05:30.637187+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-07-20T22:54:50.383633+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-07-20T22:54:50.375899+05:30,,,,Prompt Injection,50,Medium,0.67,allowed,rule_based,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-07-20T22:54:50.368503+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-20T22:54:50.360002+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-07-20T22:50:25.668079+05:30,,,,,0,Safe,0.0,allowed,rule_based,,
2026-07-20T22:50:25.643179+05:30,,,,XSS,85,Critical,1.0,blocked,rule_based,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-07-20T22:49:36.206454+05:30,,,,SQL Injection,56,Medium,0.6,allowed,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
